abstract_id,category,abstract,sentence_id
26027630,methods,Alirocumab ( @ mg every @ weeks -LSB- Q@W -RSB- ) or placebo Q@W was self-administered subcutaneously via @ mL prefilled pen .,2
24302608,results,"Both colestilan and sevelamer produced significant reductions from baseline in serum phosphorus levels ( P < @ ) , maintained for @ year , and the proportion of patients achieving target levels of @ mmol/L ( @ mg/dL ) or @ mmol/L ( @ mg/dL ) at study end were similar ( @ and @ % , respectively , for colestilan , and @ and @ % , respectively , for sevelamer ) .",4
24251579,results,"Compared to patients with ineffective control , patients with effective glycaemic control had shorter duration of diabetes and lower HbA@c at baseline and at the time of treatment intensification .",5
24369912,methods,"MetSyn prevalence and a standardized MetSyn score were assessed at baseline , after the low-calorie diet , and after the intervention .",4
24852946,objective,"The aim of this study was to test the efficacy of long-term , daily intake of erythritol and xylitol candy , compared with sorbitol candy , on the development of enamel and dentin caries lesions .",0
25545238,results,"Irbesartan plus hydrochlorothiazide had a greater blood pressure lowering effect compared with irbesartan alone , despite the unchanged irbesartan PK .",7
24491077,results,"Exploratory analyses revealed a significant indirect effect of CBT on remission status through changes in adolescent problem solving , but only when maternal depressive symptoms at study entry were low .",7
25393358,results,Six patients in group@ required fluoroscopic adjustment ( p = @ ) .,7
26387392,conclusions,"MC in a dosage of @,@ mg/day does not have glucose lowering efficacy in type @ diabetes .",12
25082595,methods,Parents were contacted by telephone every @ hours until complete resolution of symptoms .,5
25131479,methods,"In the study , @ patients with stable coronary artery disease undergoing elective noncardiac surgery were randomly divided into intensive lipid modulation group ( n = @ ) and conventional group ( n = @ ) .",1
25330161,results,"For the @ patients with a second test at @ months , rates for conversion and reversion were @ % and @ % .",6
24435105,methods,"The secondary outcomes were global perceived effect , patient 's specific disability , and kinesiophobia .",10
25703461,methods,"Group A scans were reconstructed with a standard filtered back projection ( FBP ) algorithm , and group B scans with FBP , iDose , and non-tagged algorithms .",3
24440221,results,All patients were followed for at least @ years after surgery .,5
24761921,background,Previous studies considered basic statistics to measure survival times without incorporating statistical modeling strategies .,1
25138333,results,"Sustained care also resulted in higher self-reported continuous abstinence rates for @ months after discharge ( @ % vs @ % for standard care ; RR , @ -LSB- @ % CI , @-@ @ -RSB- ; P = @ ) .",12
25765698,methods,"From February , @ , we enrolled eligible individuals with HIV infection ( age @ years , CD@ count of < @ cells per L , ART naive ) and randomly assigned them to either the standard clinic-based care supplemented with community support or standard clinic-based care alone , stratified by country and clinic , in permuted block sizes of ten .",3
25135060,methods,"The participants were assessed at baseline and after @ weeks in each arm , interspersed by an eight-week washout period .",3
24836471,results,"The percentage of patients with a hypoxemic episode was @ % ( @ of @ ) in the capnography group and @ % ( @ of @ ) in the standard care group , resulting in an absolute difference of @ % ( -@ to @ % ) .",10
24386468,methods,Thirty-two consecutive patients with non-specific pain of the hand or wrist were evaluated retrospectively .,4
24673054,objective,To observe differences of therapeutic effect between acupuncture combined with bloodletting and regular western medication on chronic urticarial .,0
24953206,methods,"Thirty-five hepatitis C virus-positive patients ( @ with asymptomatic mixed cryoglobulinaemia , @ with symptomatic mixed cryoglobulinaemia , and @ without mixed cryoglobulinaemia ) were treated with triple boceprevir-based antiviral therapy .",3
25295964,results,"Compared with those in the C-group , residents , but not students , in the I-group had more positive attitudes toward treatment efficacy and self-efficacy at follow-up ( P < @ ) .",7
24782108,methods,We analyzed secondary outcomes from a randomized controlled trial with @ patients undergoing unilateral TKA .,1
24784832,conclusions,"Consuming LGI food with a reduced rapid-acting insulin dose following evening exercise prevents postprandial hyperglycemia and inflammation and provides hypoglycemia protection for @ h postexercise ; however , the risk of late nocturnal hypoglycemia remains .",9
25597457,results,"Analysis of variance also revealed that all groups exhibited approximately the same level of gains for all measures , except for GIN -LSB- F ( @,@ ) = @ , p = @ -RSB- and visual response time -LSB- F ( @ ) = @ , p = @ -RSB- .",13
25657075,methods,The primary endpoint was change in the passive range of motion ( PROM ) of the hip joints .,6
25327732,objective,To compare the efficacy and safety of a new low-dose oral contraceptive pill ( YAZ ) containing drospirenone @ mg and ethinylestradiol @ g with placebo in reducing symptoms of premenstrual dysphoric disorder ( PMDD ) .,0
24751502,methods,The study population consisted of @ patients with AMI who received emergency PCI and satisfied the inclusion criteria .,1
25223482,methods,Patients without clinical response to EC Bevacizumab were randomized to @ weekly cycles paclitaxel with or without everolimus @ mg/day .,4
26054203,methods,"The facial nerve function and facial nerve function recovery ( grade II ) time were determined by using Sunnybrook Facial Grading scale and House-Brackmann ( HB ) grading scale , respectively .",5
24777164,methods,Blood levels of norepinephrine and epinephrine were determined before and shortly after the procedures .,7
24718066,methods,"Primary outcome measures used were the Oswestry Disability Index , visual analogue scales assessing pain , patient satisfaction , and reoperations .",9
24886606,methods,We will target improvement in six underperformed clinical behaviours highlighted in quality standards for type @ diabetes : prescribing for hypertension ; prescribing for glycaemic control ; providing physical activity advice ; providing nutrition advice ; providing on-going education ; and ensuring that feet have been examined .,4
25441237,background,"Despite the established benefits of exercise for adults with arthritis , participation is low .",0
24289488,results,"In terms of accuracy of prediction as measured in RMSE , the CLAD model performed best for the EQ-@D ( RMSE = @ ) whereas the GLM model performed best for the SF-@D ( RMSE = @ ) .",6
25302575,conclusions,"Potato intake did not cause weight gain and following either a high - or low-GI dietary prescription was difficult for free-living subjects , emphasizing the complex nature of changing dietary patterns .",11
25082304,methods,"This single-blind , six-month randomized clinical trial enrolled @ veterans who had applied for service-connected compensation for a psychiatric condition .",3
24747297,results,"Lung function , which was assessed daily , was not affected by NO@ exposure .",9
24318788,objective,Injury prevention effects of neuromuscular training have been partly attributed to postural control adaptations .,0
25342618,methods,"Using optical coherence tomography ( OCT ) , @-mm horizontal and vertical line scans through the fovea were obtained for one eye of @ xlRP patients and @ adRP patients .",2
24570527,results,"Considering the therapeutic results , @ patients in group @ were cured by antibiotic therapy and irrigation , whereas @ required decortication and pleurectomy with thoracotomy .",7
24820465,background,"There is a need to investigate the treatment ( artesunate and quinine ) of severe malaria , as this will influence the outcome of morbidity and the mortality of the disease .",0
24504222,conclusions,Postoperative early enteral nutrition was safe and feasible for patients undergoing esophagectomy .,14
24930177,background,This size-weight illusion presents an obvious risk when lifting large and heavy boxes .,2
25234932,results,Healthcare utilization post-discharge was not statistically significant different at @ or @ days by study group .,17
25414262,results,IVM resulted in a @ - to @-fold increased mortality in mosquitoes feeding @ day after IVM ( P < @ ) .,5
24330570,conclusions,The FC Prostate trial will assess the safety and efficacy of a novel soccer-training approach to cancer rehabilitation on a number of clinically important health outcomes in men with advanced prostate cancer during ADT .,9
25474418,conclusions,"Our findings support the aberrant salience hypothesis , since SCH patients failed to change their coupling dynamics between stimulus response and baseline when performing an auditory cognitive task .",5
24879975,background,"In addition , inotropes are considered to be harmful in nonischemic HF .",1
24845165,results,"Overall , mean cotinine levels decreased by @ % between intake and end-of-study , reflecting a reduction of approximately eight cigarettes per day .",8
25162920,objective,We hypothesized that transfusion of autologous blood stored for @ days would increase the pulmonary artery pressure in volunteers with endothelial dysfunction ( impaired endothelial production of nitric oxide ) .,3
25437533,methods,"Two clinically meaningful improvement categories were assessed , including @ ) @-point or greater baseline to end point total I-PSS improvement and @ ) @ % or greater baseline to end point total I-PSS improvement .",4
24770406,methods,Thirty-six patients were operated on with a single-step surgery under local anesthesia .,4
24841647,methods,"Patients were randomized immediately prior to abdominal wall closure to receive either hydrophilic resorbable film applied directly to the incisions ( P-Group , n = @ ) or @mL Ringer 's lactate solution instilled into the pelvic cavity ( R-Group , n = @ ) .",2
25486269,methods,Chi-square statistic and linear regression models were used for statistical analysis .,5
25456365,background,We assessed effectiveness of oral risedronate for prevention of reduction in bone mineral density ( BMD ) after @ years of follow-up in a subset of patients in the IBIS-II trial .,1
25431336,objective,"Previous heart failure ( HF ) trials suggested that age influences patient characteristics and outcome ; however , under-representation of elderly patients has limited characterization of this cohort .",0
24286534,results,Clinical response or remission was significantly better in the PZ group ( @ % ) than in the placebo group ( @ % ) .,9
24844862,results,"In multivariable models , THRIVE 's prediction of good outcome is not altered after controlling for recanalization or after controlling for device used .",9
24664356,results,"The log-likelihood ( -@,@ vs. -@,@ ) was larger , and the AIC and BIC were smaller for the GRM compared to the Rash Model ( AIC = @,@ vs. @,@ ; BIC = @,@ vs. @,@ ) .",6
25126978,conclusions,No significant reduction of ASR and no negative effects of the device were observed .,10
25552412,methods,Double-blinded randomized controlled trial .,1
25088067,results,The ITT population comprised @ patients .,5
25277416,methods,"The twelve week exercise program integrates multiple elements , including up to six telephone delivered behavioural coaching and goal setting sessions , supported by written materials , a pedometer and two follow-up booster calls if required .",7
24561057,results,"Arm motor function ( rpMS group : median @ -LSB- @-@ -RSB- ; sham group : median @ -LSB- @-@ -RSB- ) did not significantly change over the study period in either group , whereas rpMS had a positive effect on sensory function .",10
24810369,results,No adverse events led to permanent treatment discontinuation .,10
24584708,results,The postoperative PhNR amplitudes were significantly lower in the ICG group than in the BBG or TA group .,10
26161612,methods,"Heart rate , blood pressure , blood oxygen saturation , and possible side effects were also monitored .",5
24823456,background,Alterations in hypothalamic-pituitary-adrenal axis may underlie this link .,1
24819857,methods,Randomized clinical trial .,1
25213774,methods,CXCL@ was predicted to be driven by estimated free IFN - levels .,3
25128185,methods,"We tracked recruitment methods , yields , and costs by method .",6
25981810,results,"Between July @ , @ , and Jan @ , @ , we enrolled @ patients , @ in the @ mg sonidegib group , and @ in the @ mg sonidegib group .",8
25238506,methods,"This was a randomized , double-blind , placebo-controlled , @-day pilot study .",4
24698195,methods,Additional analysis was done for factors affecting outcome within each group .,10
24886619,background,Continuous passive motion ( CPM ) is frequently used to increase ROM and improve postoperative recovery despite little conclusive scientific evidence .,1
24396959,results,Fewer postoperative complications and milder ocular surface irritation symptoms occurred in patients in group A.,13
24566755,results,"In logistic regression analysis controlling for FFN , cervical length , prior preterm birth , and treatment group , positive FFN was significantly associated with birth < @ and < @ weeks ( odds ratio @ -LSB- @ % confidence interval @-@ -RSB- , @ -LSB- @-@ -RSB- , respectively , p < @ for both ) but cervical length @ mm was not ( odds ratio @ -LSB- @-@ @ -RSB- , @ -LSB- @-@ @ -RSB- ) .",4
24429540,results,"The mean protein requirement ( @ % CI ) was @ ( @ , @ ) g kg d.",6
25038357,methods,Secondary end points included glucose levels and other metabolic end points .,7
25788001,objective,We examined the effects of orange juice or a dose-matched hesperidin supplement on plasma concentrations of established and novel flavanone metabolites and their effects on cardiovascular risk biomarkers in men at moderate CVD risk .,2
24725075,results,"Moreover , out of @ completers , only @ ( @ % ) patients presented no missing visits and @ ( @ % ) presented two absences .",6
25156340,results,"In three additional participants , myocardial infarctions caused or contributed to death .",10
24982375,results,"A total of @ adverse events of grades @-@ occurred ( average @ per patient ) , with no grade @ or @ .",7
26441181,results,Four sigmoid carcinomas were missed with laparoscopic lavage .,16
24559814,conclusions,"Trikatu did not show additional effects for relieving mosquito bite reaction as compared with the reference product containing camphor , menthol , and eucalyptus .",6
24432969,results,"A significant positive association ( rs = @ ) was detected between summary scores for video game performance and laparoscopic skills , but not between video game performance and traditional surgical skills scores .",5
25135646,results,"Asthmatics also had lower lung function , reacted to lower doses of methacholine that the controls and @ % of them had a FEV@/FVC ratio below @ .",11
24432670,results,"The hormone was reduced to ( @ + / - @ ) mg/d by the end of the therapeutic course in the treatment group , obviously less than that of the control group -LSB- ( @ + / - @ ) mg/d , P < @ ) .",18
25428176,methods,Fifteen eyes were allocated to ketorolac tromethamine @ % ( @ drops daily regimen ) and @ eyes to dorzolamide hydrochloride @ % ( @ drops daily regimen ) treatment groups .,4
24325649,conclusions,"Compared with the conventional gastroscope , the novel disposable sheathed gastroendoscope is safe and more efficient in clinical practice .",13
24286482,methods,There were no significant differences between the study groups concerning the patient characteristics .,2
24237482,methods,"In this randomized controlled trial unprotected vaginal/anal sex occasions over the prior @ months reported at the @-month follow-up were compared across randomization groups through zero-inflated Poisson regression modeling , controlling for unprotected sex at baseline .",4
24243931,methods,One hundred and one patients were randomly assigned in two groups .,1
25194951,conclusions,These results suggest that the SSRI administration affects the perceptual processing of face stimuli .,9
24445955,objective,To determine ( @ ) the frequency of IH in premature infants after discontinuation of routine caffeine treatment and ( @ ) whether extending caffeine treatment to @ weeks ' postmenstrual age ( PMA ) reduces IH .,2
25451868,conclusions,cTnI and cTnT concentrations are moderately correlated and measurable in plasma of most AF patients .,11
24432995,background,"Tianqi capsule , containing @ Chinese herbal medicines , is used in China for the treatment of type @ diabetes mellitus ( T@DM ) .",1
25437716,conclusions,"Transcervical intralesional vasopressin injection in hysteroscopic myomectomy did not reduce operative time but did reduce volume of inflow fluid , fluid intravasation , intraoperative blood loss , and improving visual clarity .",10
24350692,results,SII was higher for NAL-NL@ than for DSL m -LSB- i/o -RSB- at medium - and high-input levels despite greater loudness for gains prescribed by DSL m -LSB- i/o -RSB- than by NAL-NL@ .,8
25904734,results,"However , we found no significant impacts on stunting or underweight prevalence .",5
26255546,conclusions,"According to the present study , CoQ@ , when given at a dose of @ mg/d for @ weeks to a group of neuropathic diabetic patients , did not improve the neuropathy signs compared to placebo , although it had some beneficial effects on TAC and hsCRP and probably a protective effect on insulin resistance .",8
25010536,objective,To investigate the neurobehavioral pattern of recovery of consciousness as reflected by performance on the subscales of the Coma Recovery Scale-Revised ( CRS-R ) .,0
26480548,methods,"In the control group , trazodone , @ mg , oral administration , once a day , the treatment of @ weeks made one session .",5
25351765,conclusions,"This study will supply significant evidence for using acupuncture to treat FC , and will help us to observe whether it is a therapeutic effect rather than a placebo effect .",11
24698199,conclusions,"HDF significantly improved removal of middle molecules , with superior results in extended HDF .",19
24428461,results,"Parents who received quitline counselling were more likely to report @-day point-prevalence abstinence at @-month assessment -LSB- @ versus @ % , odds ratio ( OR ) = @ , confidence interval ( CI ) = @-@ @ -RSB- than those who received a standard self-help brochure .",6
24509270,conclusions,"Transcatheter device closure has a lower incidence of myocardial injury , less blood transfused , faster recovery , shorter hospital stay , and lower medical expenses .",11
25149657,methods,"In the flexion group , the knee was kept in high flexion for @ to @ min after wound closure .",4
24522178,methods,"Participants , physicians , and all other trial staff were masked to treatment group .",5
24476454,methods,Subfoveal choroidal thickness ( SFCT ) was measured using EDI-OCT before and at @min after drop application in both the dilated eye and nondilated contralateral eye .,5
25311447,conclusions,"The VIDAMS trial will provide critical information about the safety and efficacy of vitamin D therapy in RRMS , with implications for MS patients worldwide .",12
24757032,methods,"Primary outcomes were change in pain , using a @-mm visual analog scale , and self-reported physical function , measured using the Western Ontario McMaster Universities Osteoarthritis Index .",4
24844862,results,"Of note , use of general anesthesia was not an independent predictor of outcome in SWIFT+STAR after controlling for totaled health risks in vascular events and other factors .",11
24675287,results,"In the intent-to-treat ( ITT ) population one year of tamoxifen improved the disease-free-survival ( DFS ) ( hazard ratio ( HR ) = @ ; @ % confidence interval ( CI ) @-@ @ ) , the Breast Cancer Recurrence Rate ( BCRR ) ( HR = @ ; @-@ @ ) and reduced the breast-cancer-specific-mortality ( BCM ) ( HR = @ ; @-@ @ ) .",4
25034118,background,Human motivation and decision-making is influenced by the interaction of Pavlovian and instrumental systems .,0
26140524,results,"In phase I subjects/volunteers , all psychiatric TEAEs were mild or moderate .",11
25277305,results,Vision improvement and reduction in SRF and PED height occurred earlier for eyes receiving the @ mg dose .,6
24983679,results,"Pain scores in the doula and control groups did not differ at speculum insertion ( @ -LSB- @ mm -RSB- vs @ mm -LSB- @ mm -RSB- , P = @ ) or procedure completion ( @ -LSB- @ mm -RSB- vs @ mm -LSB- @ mm -RSB- , P = @ ) .",7
25487708,conclusions,The SIRFLOX trial will establish the potential role of SIRT + standard systemic chemotherapy in the first-line management of mCRC with non-resectable liver metastases .,11
25045434,methods,Treatment response was assessed by histological examination of dilation and curettage specimens obtained after @ weeks of therapy .,3
24953794,methods,"Primary outcomes were reduction of inflammation , as measured with a validated scleritis disease grading scale ( SGS ) and reduction in corticosteroid dose by @ % .",5
25579833,results,"@ pupils ( @ % ) reported incident suicide attempts at the @ month follow-up in the YAM versus @ ( @ % ) in the control group , and @ pupils ( @ % ) reported incident severe suicidal ideation in the YAM group versus @ ( @ % ) in the control group .",13
25004353,conclusions,Maternal extreme obesity is associated with a considerable increase in postcesarean wound complications .,14
24341368,conclusions,Tailored interventions can improve healthcare .,16
25447585,background,"Given the importance of this diagnosis , both the accuracy and reliability of the definition of CLAD are crucial in understanding the pathophysiology of this disease to develop therapeutic options and influence outcome after lung transplantation .",2
25065424,methods,"Similar dental procedures were performed in these patients , and effects of these drugs were assessed in terms of changes in vital signs , onset and duration of sedation , analgesia , and amnesia .",4
25881022,methods,The primary outcome measure is remission status measured both as the proportion of patients in complete remission and the mean length of remission achieved following randomization during the additional three years of follow up .,6
25842580,methods,"The prospective , randomised , controlled clinical study was conducted at Akdeniz University , Antalya , Turkey from October @ to November @ Sedation was performed on @ adult patients using midazolam and fentanyl .",1
25180378,methods,"LTCF residents ( N = @ ; @ women , median age @ ) .",3
24681761,results,"An intention-to-treat analysis showed between-group differences in weight loss ( F@ ,@ = @ , P < @ ) .",14
25493968,conclusions,Physical restraint was most strongly associated with delirium .,17
24530134,methods,Patients were prospectively randomized in two groups .,3
24434748,methods,The main outcome was the percentage reduction of lesional area at week @ .,3
24760259,objective,Vitamin D deficiency in pregnancy is associated with an increased risk of gestational diabetes mellitus ( GDM ) and neonatal vitamin D deficiency .,0
25500489,background,This study compared hemodynamic changes during induction between the two models .,2
24271253,methods,"Based on the gathered information , an incremental design process generated different prototypes .",5
25620217,objective,To clarify the potential value of second-look laparoscopy ( SLL ) in improving fertility outcomes after laparoscopic salpingostomy for tubal pregnancy .,0
25751199,results,"Historical control analysis yielded a propensity score-adjusted estimate of this pregnancy probability for the single-size diaphragm of @ compared with @ per @ women for the standard diaphragm ( -LSB- rounded -RSB- difference @ , @ % CI -@ to @ ) .",8
24987051,results,All comparisons were by intention to treat .,4
24395850,results,"Of @ patients screened , @ were randomly assigned ( CBT-I , n = @ ; MBSR , n = @ ) .",6
24754974,methods,"This is measured with the ORS , Symptom Check List , WHO-Five Wellbeing Index , Sheehan Disability Scale and a modified version of the Self-Harm Inventory .",13
25304787,methods,Male patients with carcinoma limited to @ mobile vocal cord ( T@aN@M@ ) were randomly assigned to receive either laser surgery ( n = @ ) or external beam radiation therapy ( n = @ ) .,2
25407258,methods,"In a randomized , placebo-controlled , double-blind , two-way crossover study , @ healthy men and @ healthy women ( age @ @ years ) took oral doses of @ mg fluconazole or placebo once daily for @ days .",2
25552403,methods,"In phase B , @ mg trimethoprim was administered additionally p.o. twice daily for @ days .",5
25159546,results,A reduced percentage of patients who developed general complications was also observed in the fast-track group ( @ % v/s @ % ) .,8
24606094,background,Dysregulated chylomicron metabolism may account for hypertriglyceridemia and increased risk of cardiovascular disease in obese subjects .,0
25301459,methods,"The primary safety endpoint through @ months was a composite of all-cause mortality , major amputation , and CD-TLR .",4
26317254,background,"We , therefore , sought to study this possible connection by measuring pulse wave velocity ( PWV ) and pulse wave analysis ( PWA ) including augmentation index adjusted to heart rate @ ( Aix@ ) in patients with AAA ILT .",1
25683204,background,Risk-stratified screening for prostate cancer ( PCa ) with prostate-specific antigen ( PSA ) testing incorporating genetic variants has received some attention but has been scarcely investigated .,0
25317990,results,The receiver operating characteristic analysis indicated that EFIRM detected the exon @ deletion with an area under the curve of @ and the L@R mutation with an area under the curve of @ .,8
24506910,background,The objectives of this study are : @ ) to compare the effect of ` high dose ' ( @ IU/day ) vs. ` standard dose ' ( @ IU/day ) vitamin D supplementation in achieving reductions in laboratory confirmed URTI and asthma exacerbations during the winter in preschool-aged Canadian children ; and @ ) to assess the effect of ` high dose ' vitamin D supplementation on vitamin D serum levels and specific viruses that cause URTI .,2
24620041,objective,To compare the effectiveness of two rehabilitation protocols after acute hamstring injury in Swedish elite sprinters and jumpers by evaluating time needed to return to full participation in the training process .,1
25222850,results,"No statistical evidence was found that children of parents who received telephone counselling tailored to smoking parents or children of parents who achieved prolonged abstinence differ in smoking-related cognitions ( i.e. , smoking outcome expectancies , perceived safety of smoking , self-efficacy to refrain from smoking , susceptibility to smoking ) or smoking initiation rate on any follow-up assessment .",7
25138333,methods,"A randomized clinical trial compared sustained care ( a postdischarge tobacco cessation intervention ) with standard care among @ hospitalized daily smokers ( mean age , @ years ; @ % were males ; @ % were non-Hispanic whites ) who wanted to quit smoking after discharge and received a tobacco dependence intervention in the hospital ; @ % of eligible patients and @ % of screened patients enrolled .",3
25543688,background,Physical inactivity is fourth in the list of risk factors for global mortality .,0
25153504,results,Patients with CD strictures were younger than those with non-CD strictures at the time of disease diagnosis ( @ @ versus @ @ ; P < @ ) and at the time of the first dilation ( @ @ versus @ @ ; P < @ ) .,5
24911369,results,"Overall response rates were higher in men and in older ( @y ) patients , but treatment differences were greater among women and younger patients , known to be at increased chemotherapy-induced nausea and vomiting ( CINV ) risk .",5
25300266,conclusions,There is a lack of effective interventions to support obese pregnant women to be physically active .,8
24963599,methods,Intervention patients participated in a @-week EAT protocol consisting of @ hours of activity per week .,3
24917487,conclusions,The high overall retention demonstrates the effectiveness of existing techniques for retaining participants .,13
25522565,methods,"In the randomized , double blind , controlled study , @ patients undergoing septoplasty were divided into @ groups ( n = @ ) : group A received parecoxib @ mg by muscle injection @ min before the operation ; group B received pentazocine @ mg ; group C received an equal volume of saline .",1
24565236,methods,kg ( -@ ) lidocaine @ mL + @ mL lornoxicam ; patients in Group III ( LF ) received @mg .,5
24268099,results,"For borderline PD patients , cost-effectiveness did not differ by treatment condition .",9
24892729,methods,"The effect of surgery was assessed during the first postoperative year by Eckardt scores , EORTC QLQ-OES@ scores and HRQL questionnaires .",3
24909348,results,"Participants in the STC group showed significant within-group improvements in knowledge , technical skill , and in @ of @ domains of nontechnical skills , whereas participants in the SDL group showed significant within-group improvement in technical skill and in @ of @ domains of nontechnical skills .",7
24326792,methods,Position and movement of the globe during the surgical procedure were scored .,8
25533223,conclusions,"The number but not maximum volume of calcifications has independent , although minimal , prognostic value over age , pack-years , smoking status , and modified Agatston score strata in our population .",12
24267254,methods,"MRI-derived SFA parameters and lipids were analyzed with multilevel models and nonparametric tests , respectively .",3
25304132,results,Tralokinumab had an acceptable safety profile .,10
24307262,conclusions,"Although contrast resolution improves with time , arterial Na ( @ ) F avidity is invariant to the time between Na ( @ ) F administration and PET/CT acquisition .",11
24293405,results,"At initial hospitalization , patient characteristics between the two groups were similar .",8
24997587,methods,Negative reports will be delivered for the sham-intervention group .,12
24686029,objective,The authors studied the safety and efficacy of the single-dose and bilateral ultrasound-guided ( USG ) - PVB before combined thoracoscopic-laparoscopic esophagectomy ( TLE ) along with intravenous sufentanil analgesia as a method of pain relief in comparison with intravenous sufentanil as a sole analgesic agent .,1
25241302,conclusions,"The use of an ARM during planning angiography can significantly reduce fluoroscopy time , procedure time , and radiation dose .",14
26025767,methods,"Secondary end-points include patient reported outcomes , diagnostic biopsy rate during follow-up , ipsilateral mastectomy rate and translational research .",7
24532525,results,The frequency of fentanyl rescue was lower in Group FD than in Group F ( p < @ ) .,9
24503176,methods,"Ninety-two patients with early stage schizophrenia treated with risperidone entered this @-week , double blind , randomized , placebo-controlled clinical trial .",3
25778333,conclusions,"However , plasma levels of NGAL were significantly increased at @ and @ hrs in the general anaesthesia group as compared with combined anaesthesia .",12
25099748,background,The analgesic efficacy of sciatic nerve block ( SNB ) after total knee arthroplasty ( TKA ) is unclear .,0
24657003,background,We report updated results from our primary analysis to establish the long-term benefit of trastuzumab-containing neoadjuvant therapy .,1
24462581,methods,We also explored potential pharmacogenetic interactions and examined treatment responses of four participant groups based on medication ( disulfiram or placebo ) by genotype ( CC-homozygous or T-allele carrier ) classification .,6
24796041,methods,"In the rehabilitation group , HBO and cognitive rehabilitation training were adopted .",4
25119120,conclusions,"No significant differences were seen for recurrent hiatus hernia , and the clinical differences were unlikely to be clinically significant .",11
24283806,methods,"Between January @ and May @ , @ patients ( @ males , @ females ; mean age @ years ; range @ to @ years ) who underwent partial laryngectomy in our clinic were retrospectively analyzed .",1
24747297,conclusions,We observed that repeated peak exposures of NO@ performed without allergen exposure were associated with airway eosinophilic inflammation in asthmatics in a dose-related manner .,10
25658017,methods,MAIN OUTCOME MEASURE/METHODS : Insulin sensitivity ( measured by hyperinsulinemic-euglycemic clamp ) and hepatic insulin sensitivity ( measured by stable isotope techniques ) were measured .,5
25775048,results,"In total , @ NH residents with indwelling devices were enrolled , with @,@ device-days and @ anatomic sites sampled .",9
24559009,methods,"They were randomly assigned to a group of intervention ( @ months ) of hypocaloric diet : mediterranean diet ( MED ) , low fat and rich in complex carbohydrates diet ( CHO ) and both combined with PE ( MEDE and CHOE respectively ) .",6
25225010,background,Many patients at risk for developing cachexia or with cachexia experience side effects of chemotherapy that might aggravate the development of cachexia .,2
24561771,results,Twenty-six subjects were assigned to ` Benifuuki ' and @ to ` Yabukita ' .,6
25310007,background,"Although evidence exists for the effectiveness of web-based smoking cessation interventions , information about the cost-effectiveness of these interventions is limited .",0
24334198,conclusions,"Our findings suggest that sexual health outcome measurement might encourage reflection on current behavior , sometimes leading to behavior change .",15
25158772,methods,"Separately , we examined the effect on mortality of nonfatal bleeding during the trial .",4
25691677,results,"At a median follow-up time of @ years , @ patients had died , including @ patients from prostate cancer .",7
25503265,background,Pre-exposure prophylaxis ( PrEP ) with daily oral emtricitabine ( FTC ) / tenofovir disoproxil fumarate may select for drug resistance if there is low adherence .,0
25086065,methods,"Complete supraspinatus tears with retraction of less than @ cm were subjected to arthroscopic single-row repair ; at the end of the surgical procedure , liquid PRP prepared by apheresis was given to the patients in the PRP group with autologous thrombin .",4
25755211,background,"Children 's Oncology Group ( COG ) AALL@ is a Phase III study designed to test the safety and efficacy of nelarabine when incorporated into a COG augmented BFM-based regimen , which increases exposure to agents with potential neurotoxicity compared to the historical AALL@P@ regimen .",2
24835495,conclusions,"Combining these findings with real-time single-trial analysis from BCI may pave the way for cognitive states monitoring systems able to determine the current , and predict the near-future development of the brain 's attentional processes .",9
25627664,results,The mean birth weight was @ g ( SD @ g ) in the incentives group and @ ( SD @ ) g in the control group ( P = @ ) .,17
25123116,results,"Mean VAS for pain was significantly lower in group B after BCG treatment ( @ vs. @ , p = @ ) .",6
24446539,conclusions,Ziprasidone is considered an atypical antipsychotic with no evidence of harm to glucose and lipid metabolism .,17
25795408,methods,"In this international , double-blind , placebo-controlled phase @ study , adult patients with histologically confirmed locally advanced or metastatic adrenocortical carcinoma were recruited at clinical sites in nine countries .",3
24287674,conclusions,No major risk factors involving new OVCFs have been found in this study and augmentation for sandwich situation is not necessary .,15
24286136,conclusions,There was no evidence of a clinical response to brodalumab in subjects with RA .,13
24585406,results,The rates of @-year DFS were @ % in the PC-gefitinib group and @ % in the PC alone group .,6
25654175,methods,A network of @ regional emergency medical services systems and @ academic and community hospitals serving a population of @ million people providing post arrest care to out-of-hospital cardiac arrest .,3
24770699,results,"Health improvements were observed among programs at least @ min in duration , including body composition and VO@max : @-min walking @-@ @ mL kg ( -@ ) min ( -@ ) , @-min walking @-@ @ mL kg ( -@ ) min ( -@ ) , and @-min running @-@ @ mL kg ( -@ ) min ( -@ ) .",5
25066869,conclusions,"Miniperc and retrograde intrarenal surgery were more effective than shock wave lithotripsy to treat @ to @ cm radiolucent lower calyceal renal calculi in terms of a better stone-free rate , and lesser auxiliary and re-treatment rates .",10
25413974,methods,The primary outcome is child maltreatment .,9
25037033,conclusions,The heptavalent vaccine induced non-inferior MenC and Hib responses compared with control vaccines .,8
25822924,results,"Group DK had the briefest recovery times , followed in order by group K and group D with progressively longer recovery times .",10
25391431,methods,"The primary endpoint is cognition ( Alzheimer 's Disease Assessment Scale , Cognitive Subscale ( ADAS-cog ) ) .",4
